type,field,entry,row_index,csv_set,ann_set,corrected_label,Unnamed: 7
FN,REACTION_PRODUCT,final product,94,tert-butyl 4-(4-(3-(N-phenylpentaneamido)prop-1-ynyl)benzoyl)piperazine-1-carboxylate,"final product, tert-butyl 4-(4-(3-(N-phenylpentaneamido)prop-1-ynyl)benzoyl)piperazine-1-carboxylate",TP,
FP,SOLVENT,dichloromethane,94,"dichloromethane, tetrahydrofuran (THF)","THF, tetrahydrofuran",TP,
FP,TEMPERATURE,ice,94,"ice, room temperature",room temperature,TP,
FN,REACTION_PRODUCT,2,96,(R)-1-benzyl-N-methylpyrrolidine-3-amine,"(R)-1-benzyl-N-methylpyrrolidine-3-amine, 2, Intermediate 2",TP,
FN,REACTION_PRODUCT,Intermediate 2,96,(R)-1-benzyl-N-methylpyrrolidine-3-amine,"(R)-1-benzyl-N-methylpyrrolidine-3-amine, 2, Intermediate 2",TP,
FP,TEMPERATURE,reflux,96,"0°C, reflux","0°C, refluxed",TP,
FN,TEMPERATURE,refluxed,96,"0°C, reflux","0°C, refluxed",TP,
FP,TIME,overnight,96,"about 5 min, overnight",5 minutes,TP,
FN,STARTING_MATERIAL,deuterated methanol,99,(R)-o-chloromandelic acid,"(R)-o-chloromandelic acid, deuterated methanol",TP,
FP,SOLVENT,deuterated methanol,99,"deuterated methanol, methylene chloride",dioxane,TP,
FP,SOLVENT,methylene chloride,99,"deuterated methanol, methylene chloride",dioxane,TP,
FN,SOLVENT,dioxane,99,"deuterated methanol, methylene chloride",dioxane,TP,
FP,TEMPERATURE,room temperature,99,"reflux, room temperature",reflux,TP,
FP,TEMPERATURE,5°C,100,"5°C, room temperature","20° C, 5° C, room temperature",TP,
FN,TEMPERATURE,5° C,100,"5°C, room temperature","20° C, 5° C, room temperature",TP,
FN,TEMPERATURE,20° C,100,"5°C, room temperature","20° C, 5° C, room temperature",TP,
FN,REACTION_PRODUCT,compound 186,102,"5-(2-chloro-3-fluorophenyl)-3-(2-methanesulphonyl-ethyl)-1-{2-[4-(7-methylsulphanyl-2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-2-oxo-ethyl}-1H-pyrimidine-2,4-dione","5-(2-chloro-3-fluorophenyl)-3-(2-methanesulphonyl-ethyl)-1-{2-[4-(7-methylsulphanyl-2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-2-oxo-ethyl}-1H-pyrimidine-2,4-dione, compound 186",TP,
FP,SOLVENT,dichloromethane,102,"N,N-dimethylformamide, dichloromethane","N,N-dimethylformamide",TP,
FP,TEMPERATURE,room temperature,104,"reflux, room temperature",reflux,TP,
FN,STARTING_MATERIAL,M20056,105,4-methoxy-1H-pyrazole,"4-methoxy-1H-pyrazole, M20056, Synthonix",FN,
FN,STARTING_MATERIAL,Synthonix,105,4-methoxy-1H-pyrazole,"4-methoxy-1H-pyrazole, M20056, Synthonix",FN,
FN,STARTING_MATERIAL,methylamine hydrochloride,106,"5'-fluoro-N-(1-methyl-3-(pyridin-2-yl)-1H-pyrazol-4-yl)-[2,3'-bipyridine]-6-carboxamide","5'-fluoro-N-(1-methyl-3-(pyridin-2-yl)-1H-pyrazol-4-yl)-[2,3'-bipyridine]-6-carboxamide, methylamine hydrochloride",TP,
FP,REAGENT_CATALYST,methylamine hydrochloride,106,"NaHCO3, methylamine hydrochloride",NaHCO3,FP,
FN,REACTION_PRODUCT,10,108,"3-methyl-1-{2-oxo-2-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-ethyl}-5-phenyl-1H-pyrimidine-2,4-dione","10, 3-methyl-1-{2-oxo-2-[4-(2-oxo-1,4-dihydro-2H-quinazolin-3-yl)-piperidin-1-yl]-ethyl}-5-phenyl-1H-pyrimidine-2,4-dione",TP,
FP,TEMPERATURE,220°C,108,220°C,,TP,
FP,STARTING_MATERIAL,potassium carbonate (K2CO3),110,"(R)-1-benzyl-N-ethylpyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-(ethyl(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-ethyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)acetamide, (R)-N-ethyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 10w/w% palladium/carbon (Pd/C), 6-chloro-7-deazapurine, acetic anhydride, chloroacetyl chloride, lithium aluminum hydride (LiAlH4), potassium carbonate (K2CO3), potassium cyanide","(R)-1-benzyl-N-ethylpyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-(ethyl(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-ethyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)acetamide, (R)-N-ethyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 6-chloro-7-deazapurine, acetic anhydride, chloroacetyl chloride, potassium cyanide",FP,
FP,STARTING_MATERIAL,10w/w% palladium/carbon (Pd/C),110,"(R)-1-benzyl-N-ethylpyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-(ethyl(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-ethyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)acetamide, (R)-N-ethyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 10w/w% palladium/carbon (Pd/C), 6-chloro-7-deazapurine, acetic anhydride, chloroacetyl chloride, lithium aluminum hydride (LiAlH4), potassium carbonate (K2CO3), potassium cyanide","(R)-1-benzyl-N-ethylpyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-(ethyl(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-ethyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)acetamide, (R)-N-ethyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 6-chloro-7-deazapurine, acetic anhydride, chloroacetyl chloride, potassium cyanide",FP,
FP,STARTING_MATERIAL,lithium aluminum hydride (LiAlH4),110,"(R)-1-benzyl-N-ethylpyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-(ethyl(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-ethyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)acetamide, (R)-N-ethyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 10w/w% palladium/carbon (Pd/C), 6-chloro-7-deazapurine, acetic anhydride, chloroacetyl chloride, lithium aluminum hydride (LiAlH4), potassium carbonate (K2CO3), potassium cyanide","(R)-1-benzyl-N-ethylpyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-(ethyl(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-ethyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)acetamide, (R)-N-ethyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 6-chloro-7-deazapurine, acetic anhydride, chloroacetyl chloride, potassium cyanide",FP,
FN,REAGENT_CATALYST,10w/w% palladium/carbon,110,"N,N-diisopropylethylamine, hydrogen","10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,LiAlH4,110,"N,N-diisopropylethylamine, hydrogen","10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,Pd/C,110,"N,N-diisopropylethylamine, hydrogen","10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,K2CO3,110,"N,N-diisopropylethylamine, hydrogen","10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,potassium carbonate,110,"N,N-diisopropylethylamine, hydrogen","10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,lithium aluminum hydride,110,"N,N-diisopropylethylamine, hydrogen","10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FP,SOLVENT,Celite�?545,110,"15% sodium hydroxide (NaOH) aqueous solution, Celite�?545, N,N-dimethylformamide, deionized water, dichloromethane, flash column chromatography (MeOH:CH2Cl2), methanol, tetrahydrofuran","CH2Cl2, N,N-dimethylformamide, dichloromethane, methanol, tetrahydrofuran, water",FP,
FP,SOLVENT,15% sodium hydroxide (NaOH) aqueous solution,110,"15% sodium hydroxide (NaOH) aqueous solution, Celite�?545, N,N-dimethylformamide, deionized water, dichloromethane, flash column chromatography (MeOH:CH2Cl2), methanol, tetrahydrofuran","CH2Cl2, N,N-dimethylformamide, dichloromethane, methanol, tetrahydrofuran, water",FP,
FP,TEMPERATURE,reflux,110,"0°C, 30°C to 40°C, reflux, room temperature","0°C, 30°C, 40°C, refluxed, room temperature",TP,
FN,TEMPERATURE,refluxed,110,"0°C, 30°C to 40°C, reflux, room temperature","0°C, 30°C, 40°C, refluxed, room temperature",TP,
FP,TIME,overnight,110,"about 1 hour, about 18 hours, about 5 minutes, overnight","1 hour, 18 hours, 5 minutes",TP,
FN,REACTION_PRODUCT,II-16,111,di-tert-butyl ((4-(4-((1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)carbamoyl)oxazol-2-yl)-1H-pyrazol-1-yl)methyl) phosphate,"11-16, Di-tert-butyl ((4-(4-((1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)carbamoyl)oxazol-2-yl)-1H-pyrazol-1-yl)methyl) phosphate, II-16, di-tert-butyl ((4-(4-((1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)carbamoyl)oxazol-2-yl)-1H-pyrazol-1-yl)methyl) phosphate",TP,
FN,REACTION_PRODUCT,11��16��,111,di-tert-butyl ((4-(4-((1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)carbamoyl)oxazol-2-yl)-1H-pyrazol-1-yl)methyl) phosphate,"11-16, Di-tert-butyl ((4-(4-((1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)carbamoyl)oxazol-2-yl)-1H-pyrazol-1-yl)methyl) phosphate, II-16, di-tert-butyl ((4-(4-((1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)carbamoyl)oxazol-2-yl)-1H-pyrazol-1-yl)methyl) phosphate",TP,
FN,STARTING_MATERIAL,I-1,111,"N-(1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)-2-(1H-pyrazol-4-yl)oxazole-4-carboxamide, di-tert-butyl (chloromethyl) phosphate","I-1, N-(1-(trans-4-ethoxycyclohexyl)-3-(pyrazin-2-yl)-1H-pyrazol-4-yl)-2-(1H-pyrazol-4-yl)oxazole-4-carboxamide, di-tert-butyl (chloromethyl) phosphate",TP,
FP,TEMPERATURE,ice bath,111,"ice bath, room temperature",room temperature,TP,
FN,REAGENT_CATALYST,propylphosphonic anhydride,112,pyridine,"propylphosphonic anhydride, pyridine",TP,
FN,SOLVENT,ethyl acetate,112,acetonitrile,"acetonitrile, ethyl acetate",TP,
FN,REACTION_PRODUCT,product,114,"tert-butyl (6-((2S,5R)-6-(benzyloxy)-7-oxo-1,6-diazabicyclo[3.2.1]octane-2-carboxamido)spiro[3.3]heptan-2-yl)carbamate","product, tert-butyl (6-((2S,5R)-6-(benzyloxy)-7-oxo-1,6-diazabicyclo[3.2.1]octane-2-carboxamido)spiro[3.3]heptan-2-yl)carbamate, title compound",TP,
FN,REACTION_PRODUCT,title product,115,"3,5-Dichloropyrazine-2-carboxamide","3,5-Dichloropyrazine-2-carboxamide, title product",TP,
FP,REACTION_PRODUCT,Comparative PAG,118,"CPAG-2, Comparative PAG","CPAG-2, product, target compound",TP,
FN,REACTION_PRODUCT,target compound,118,"CPAG-2, Comparative PAG","CPAG-2, product, target compound",TP,
FN,REACTION_PRODUCT,product,118,"CPAG-2, Comparative PAG","CPAG-2, product, target compound",TP,
FP,STARTING_MATERIAL,(diacetoxyiodo)benzene,118,"(diacetoxyiodo)benzene, 4-Methoxyacetophenone","4-Methoxyacetophenone, trifluoromethanesulfonic acid",TP,
FN,STARTING_MATERIAL,trifluoromethanesulfonic acid,118,"(diacetoxyiodo)benzene, 4-Methoxyacetophenone","4-Methoxyacetophenone, trifluoromethanesulfonic acid",TP,
FP,REAGENT_CATALYST,trifluoromethanesulfonic acid,118,trifluoromethanesulfonic acid,(diacetoxyiodo)benzene,TP,
FN,REAGENT_CATALYST,(diacetoxyiodo)benzene,118,trifluoromethanesulfonic acid,(diacetoxyiodo)benzene,FN,
FP,TEMPERATURE,50° C to 0° C,118,"50° C to 0° C, room temperature","50° C. to 0° C, room temperature",TP,
FN,TEMPERATURE,50° C. to 0° C,118,"50° C to 0° C, room temperature","50° C. to 0° C, room temperature",TP,
FN,REACTION_PRODUCT,product,120,(S)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminof ormyl)propionate,"(S)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminof ormyl)propionate, 23, product",TP,
FN,REACTION_PRODUCT,23,120,(S)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminof ormyl)propionate,"(S)-isopropyl-3-phenyl-2((R)-(4-methylphenyl)sulfonylthiazine-3-aminof ormyl)propionate, 23, product",TP,
FN,STARTING_MATERIAL,Raw material 2,120,L-phenylalanine isopropyl ester,"L-phenylalanine isopropyl ester, Raw material 2",FN,
FP,TIME,overnight,121,"30 min, overnight",30 minutes,TP,
FP,STARTING_MATERIAL,"1-[(4,5-difluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonylamino-piperidine-1-yl]-xanthine",124,"1-[(4,5-difluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonylamino-piperidine-1-yl]-xanthine","1-[(4,5-difluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbon ylamino-piperidine-1-yl]-xanthine",TP,
FN,STARTING_MATERIAL,"1-[(4,5-difluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbon ylamino-piperidine-1-yl]-xanthine",124,"1-[(4,5-difluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbonylamino-piperidine-1-yl]-xanthine","1-[(4,5-difluoro-benzonitrile-2-yl)methyl]-3-methyl-7-(2-butyne-1-yl)-8-[(R)-3-t-butyloxycarbon ylamino-piperidine-1-yl]-xanthine",TP,
FP,SOLVENT,dichloromethane,124,dichloromethane,dichrolomethane,TP,
FN,SOLVENT,dichrolomethane,124,dichloromethane,dichrolomethane,TP,
FN,STARTING_MATERIAL,methanesulfonyl chloride,125,"2-(4,6-Dimethylpyridin-2-yl)ethanol","2-(4,6-Dimethylpyridin-2-yl)ethanol, methanesulfonyl chloride",TP,
FP,REAGENT_CATALYST,methanesulfonyl chloride,125,methanesulfonyl chloride,triethylamine,FP,
FN,REAGENT_CATALYST,triethylamine,125,methanesulfonyl chloride,triethylamine,TP,
FN,STARTING_MATERIAL,ethyl cyanoacetate,129,"(S,S)-6-benzyl-octahydro-pyrrolo[3,4-b]pyridine dihydrochloride, 4-((4aS,7S)-6-benzyloctahydro-1-pyrrolo[3,4-b]pyridine-1-yl)-7H-pyrrolo[2,3-d]pyrimidine, 4-((4aS,7aS)-octahydropyrrolo[3,4-b]pyridine-1-yl)-7H-pyrrolo[2,3-d]pyrimidine, 6-chloro-7-deazapurine","(S,S)-6-benzyl-octahydro-pyrrolo[3,4-b]pyridine dihydrochloride, 4-((4aS,7S)-6-benzyloctahydro-1-pyrrolo[3,4-b]pyridine-1-yl)-7H-pyrrolo[2,3-d]pyrimidine, 4-((4aS,7aS)-octahydropyrrolo[3,4-b]pyridine-1-yl)-7H-pyrrolo[2,3-d]pyrimidine, 6-chloro-7-deazapurine, ethyl cyanoacetate",TP,
FP,REAGENT_CATALYST,ethyl cyanoacetate,129,"1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, ethyl cyanoacetate, potassium carbonate","1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, DBU, K2CO3, Pd/C, hydrogen, potassium carbonate",FP,
FN,REAGENT_CATALYST,Pd/C,129,"1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, ethyl cyanoacetate, potassium carbonate","1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, DBU, K2CO3, Pd/C, hydrogen, potassium carbonate",TP,
FN,REAGENT_CATALYST,K2CO3,129,"1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, ethyl cyanoacetate, potassium carbonate","1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, DBU, K2CO3, Pd/C, hydrogen, potassium carbonate",TP,
FN,REAGENT_CATALYST,hydrogen,129,"1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, ethyl cyanoacetate, potassium carbonate","1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, DBU, K2CO3, Pd/C, hydrogen, potassium carbonate",TP,
FN,REAGENT_CATALYST,DBU,129,"1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, ethyl cyanoacetate, potassium carbonate","1,8-diazabicyclo[5.4.0]undec-7-ene, 10w/w% palladium/carbon, DBU, K2CO3, Pd/C, hydrogen, potassium carbonate",TP,
FP,SOLVENT,dichloromethane,129,"dichloromethane, methanol, n-butanol, water","methanol, n-butanol, water",TP,
FP,TEMPERATURE,reflux,129,"about 80°C, reflux, room temperature","80°C, refluxed, room temperature",TP,
FN,TEMPERATURE,refluxed,129,"about 80°C, reflux, room temperature","80°C, refluxed, room temperature",TP,
FP,REACTION_PRODUCT,"5-(5-chloro-2-methylphenyl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione",130,"5-(5-chloro-2-methylphenyl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","[5-(5-chloro-2-methylphenyl)-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",FP,
FN,REACTION_PRODUCT,"[5-(5-chloro-2-methylphenyl)-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",130,"5-(5-chloro-2-methylphenyl)-3-methyl-1-{2-oxo-2-[4-(2-oxo-1,2,4,5-tetrahydro-benzo[d][1,3]diazepin-3-yl)-piperidin-1-yl]-ethyl}-1H-pyrimidine-2,4-dione","[5-(5-chloro-2-methylphenyl)-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",TP,
FP,STARTING_MATERIAL,"[5-(5-chloro-2-methylphenyl)-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid",130,"[5-(5-chloro-2-methylphenyl)-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid","(5-bromo-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-methyl acetate, (5-chloro-2-methylphenyl)boronic acid",FP,
FN,STARTING_MATERIAL,"(5-bromo-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-methyl acetate",130,"[5-(5-chloro-2-methylphenyl)-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid","(5-bromo-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-methyl acetate, (5-chloro-2-methylphenyl)boronic acid",TP,
FN,STARTING_MATERIAL,(5-chloro-2-methylphenyl)boronic acid,130,"[5-(5-chloro-2-methylphenyl)-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl]-acetic acid","(5-bromo-3-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-methyl acetate, (5-chloro-2-methylphenyl)boronic acid",TP,
FN,REAGENT_CATALYST,aqueous,130,,"aqueous, soda",FN,
FN,REAGENT_CATALYST,soda,130,,"aqueous, soda",TP,
FN,SOLVENT,aqueous,130,,aqueous,TP,
FN,REACTION_PRODUCT,product,131,2-((3-carbamoylphenyl)amino)-2-oxoethyl 2-(2-methyl-1H-indol-3-yl)acetate,"2-((3-carbamoylphenyl)amino)-2-oxoethyl 2-(2-methyl-1H-indol-3-yl)acetate, product",TP,
FP,TEMPERATURE,0°C,131,"0°C, room temperature","0 °C, room temperature",TP,
FN,TEMPERATURE,0 °C,131,"0°C, room temperature","0 °C, room temperature",TP,
FN,REAGENT_CATALYST,propylphosphonic anhydride,132,pyridine,"propylphosphonic anhydride, pyridine",TP,
FN,SOLVENT,ethyl acetate,132,acetonitrile,"acetonitrile, ethyl acetate",TP,
FP,REACTION_PRODUCT,"3-Isobutyl-5-methyl-1-(oxetan-2-ylmethyl)-6-((2-oxoimidazolidin-1-yl)methyl)thieno[2,3-c]pyridine-2,4(1H,3H)-dione (racemate)",133,"(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-methyl-N-(1-(piperidine-1-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 1-(4-(dimethylamino)piperidin-1-yl)-3-(1-ethyl-1H-imidazol-2-yl)-3-hydroxypropan-1-one, 3-Isobutyl-5-methyl-1-(oxetan-2-ylmethyl)-6-((2-oxoimidazolidin-1-yl)methyl)thieno[2,3-c]pyridine-2,4(1H,3H)-dione (racemate), 8-Chloro-1-(2,6-dichlorophenyl)-5-((2,2-dimethyl-1,3-dioxolan-4-yl)methoxy)-2-(hydroxymethyl)-1,6-naphthyridin-4(1H)-one","(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",FP,133�������ƴ���
FP,REACTION_PRODUCT,"8-Chloro-1-(2,6-dichlorophenyl)-5-((2,2-dimethyl-1,3-dioxolan-4-yl)methoxy)-2-(hydroxymethyl)-1,6-naphthyridin-4(1H)-one",133,"(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-methyl-N-(1-(piperidine-1-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 1-(4-(dimethylamino)piperidin-1-yl)-3-(1-ethyl-1H-imidazol-2-yl)-3-hydroxypropan-1-one, 3-Isobutyl-5-methyl-1-(oxetan-2-ylmethyl)-6-((2-oxoimidazolidin-1-yl)methyl)thieno[2,3-c]pyridine-2,4(1H,3H)-dione (racemate), 8-Chloro-1-(2,6-dichlorophenyl)-5-((2,2-dimethyl-1,3-dioxolan-4-yl)methoxy)-2-(hydroxymethyl)-1,6-naphthyridin-4(1H)-one","(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",FP,
FP,REACTION_PRODUCT,"(R)-N-methyl-N-(1-(piperidine-1-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",133,"(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-methyl-N-(1-(piperidine-1-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 1-(4-(dimethylamino)piperidin-1-yl)-3-(1-ethyl-1H-imidazol-2-yl)-3-hydroxypropan-1-one, 3-Isobutyl-5-methyl-1-(oxetan-2-ylmethyl)-6-((2-oxoimidazolidin-1-yl)methyl)thieno[2,3-c]pyridine-2,4(1H,3H)-dione (racemate), 8-Chloro-1-(2,6-dichlorophenyl)-5-((2,2-dimethyl-1,3-dioxolan-4-yl)methoxy)-2-(hydroxymethyl)-1,6-naphthyridin-4(1H)-one","(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,
FP,REACTION_PRODUCT,1-(4-(dimethylamino)piperidin-1-yl)-3-(1-ethyl-1H-imidazol-2-yl)-3-hydroxypropan-1-one,133,"(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-methyl-N-(1-(piperidine-1-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 1-(4-(dimethylamino)piperidin-1-yl)-3-(1-ethyl-1H-imidazol-2-yl)-3-hydroxypropan-1-one, 3-Isobutyl-5-methyl-1-(oxetan-2-ylmethyl)-6-((2-oxoimidazolidin-1-yl)methyl)thieno[2,3-c]pyridine-2,4(1H,3H)-dione (racemate), 8-Chloro-1-(2,6-dichlorophenyl)-5-((2,2-dimethyl-1,3-dioxolan-4-yl)methoxy)-2-(hydroxymethyl)-1,6-naphthyridin-4(1H)-one","(R)-N-methyl-N-(1-((4-nitrophenyl)sulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",FP,
