row_index,field,entry,classification,matched_with,csv_set_size,ann_set_size
26,YIELD_PERCENT,92%,TP,92%,1,1
27,REACTION_PRODUCT,"7,8-dihydro-5H-thiopyrano[4,3-b]pyridine-3-carboxylic acid hydrochloride",TP,"7,8-dihydro-5H-thiopyrano[4,3-b]pyridine-3-carboxylic acid hydrochloride",1,1
27,STARTING_MATERIAL,"7,8-dihydro-5H-thiopyrano[4,3-b]pyridine-3-carbonitrile",TP,"7,8-dihydro-5H-thiopyrano[4,3-b]pyridine-3-carbonitrile",1,1
27,YIELD_OTHER,901 mg,TP,901 mg,1,1
27,YIELD_PERCENT,78%,TP,78%,1,1
28,REACTION_PRODUCT,(R)-3-aminoquinuclidine.monosulfate,TP,(R)-3-aminoquinuclidine.monosulfate,1,1
28,REAGENT_CATALYST,95% sulfuric acid,TP,sulfuric acid,1,1
28,SOLVENT,toluene,TP,Toluene,1,1
28,STARTING_MATERIAL,(R)-3-aminoquinuclidine,TP,(R)-3-aminoquinuclidine,1,1
28,TEMPERATURE,60° C,TP,60° C,2,1
28,TEMPERATURE,on ice,FP,,2,1
28,YIELD_OTHER,21.6 mmol,TP,21.6 mmol,2,2
28,YIELD_OTHER,4.85 g,TP,4.85 g,2,2
28,YIELD_PERCENT,78%,TP,78%,1,1
29,REACTION_PRODUCT,"6-(Hydroxymethyl)-1-(2-methoxyethyl)-5-methyl-3-(3,4,4-trifluorobut-3-en-1-yl)thieno[2,3-d]pyrimidine-2,4(1H,3H)-dione",TP,"6-(Hydroxymethyl)-1-(2-methoxyethyl)-5-methyl-3-(3,4,4-trifluorobut-3-en-1-yl)thieno[2,3-d]pyrimidine-2,4(1H,3H)-dione",1,2
29,REACTION_PRODUCT,title compound,TP,,1,2
29,REAGENT_CATALYST,lithium aluminium hydride,TP,lithium aluminium hydride,1,1
29,SOLVENT,THF,TP,THF,1,1
29,STARTING_MATERIAL,compound from Example 363A,TP,compound from Example 363A,1,1
29,TEMPERATURE,RT,TP,RT,2,2
29,TEMPERATURE,−40° C,TP,−40° C,2,2
29,TIME,1 h,TP,1 h,1,1
29,YIELD_OTHER,199 mg,TP,199 mg,1,1
29,YIELD_PERCENT,70%,TP,70%,1,1
30,REACTION_PRODUCT,compound 66h,TP,66h,1,1
30,REAGENT_CATALYST,sodium hydrogen carbonate,FN,,1,2
30,REAGENT_CATALYST,triphenylphosphine,TP,triphenylphosphine,1,2
30,SOLVENT,DMF,TP,DMF,1,2
30,SOLVENT,aqueous,FN,,1,2
30,STARTING_MATERIAL,compound 66g,TP,66g,1,1
30,TEMPERATURE,room temperature,TP,room temperature,1,1
30,TIME,1.5 h,TP,1.5 hours,2,2
30,TIME,20 min,TP,20 minutes,2,2
30,YIELD_OTHER,1.76 g,TP,1.76 g,1,1
30,YIELD_PERCENT,51%,TP,51%,1,1
31,REACTION_PRODUCT,"Tetrahydrofuran-2-ylmethyl 1-(2-methoxyethyl)-5-methyl-2,4-dioxo-3-(tetrahydrofuran-2-ylmethyl)-1,2,3,4-tetrahydrothieno[2,3-d]pyrimidine-6-carboxylate (stereoisomer mixture)",TP,"Tetrahydrofuran-2-ylmethyl 1-(2-methoxyethyl)-5-methyl-2,4-dioxo-3-(tetrahydrofuran-2-ylmethyl)-1,2,3,4-tetrahydrothieno[2,3-d]pyrimidine-6-carboxylate",1,2
31,REACTION_PRODUCT,title compound,TP,,1,2
31,STARTING_MATERIAL,compound from Ex. 18A,TP,compound from Ex. 18A,2,2
31,STARTING_MATERIAL,racemic 2-(bromomethyl)tetrahydrofuran,TP,racemic 2-(bromomethyl)tetrahydrofuran,2,2
31,TEMPERATURE,80° C,TP,80° C,1,1
31,TIME,40 h,TP,40 h,1,1
31,YIELD_OTHER,433 mg,TP,433 mg,1,1
31,YIELD_PERCENT,52%,TP,52%,1,1
32,REACTION_PRODUCT,"(E)-methyl 3-(3,5-difluoro-4-((1S,3R/1R,3S)-2-(2-fluoro-2-methylpropyl)-6-hydroxy-3-methyl-1,2, 3,4-tetrahydroisoquinolin-1-yl)phenyl)acrylate",FN,,1,4
32,REACTION_PRODUCT,"(E)-methyl 3-(3,5-difluoro-4-((1S,3R/1R,3S)-2-(2-fluoro-2-methylpropyl)-6-hydroxy-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)phenyl)acrylate",TP,"(E)-methyl 3-(3,5-difluoro-4-((1S,3R/1R,3S)-2-(2-fluoro-2-methylpropyl)-6-hydroxy-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)phenyl)acrylate",1,4
32,REACTION_PRODUCT,3c,FN,,1,4
32,REACTION_PRODUCT,title compound,TP,,1,4
32,REAGENT_CATALYST,acetic acid,TP,acetic acid,1,1
32,SOLVENT,methanol,TP,methanol,1,1
32,STARTING_MATERIAL,"(E)-methyl 3-(3,5-difluoro-4-formylphenyl) acrylate",TP,"(E)-methyl 3-(3,5-difluoro-4-formylphenyl) acrylate",2,4
32,STARTING_MATERIAL,1e,FN,,2,4
32,STARTING_MATERIAL,3-(2-((2-fluoro-2-methylpropyl)amino)propyl)phenol,TP,3-(2-((2-fluoro-2-methylpropyl)amino)propyl)phenol,2,4
32,STARTING_MATERIAL,3b,FN,,2,4
32,TEMPERATURE,55°C,TP,55°C,1,1
32,TIME,12 h,TP,12 hours,1,1
32,YIELD_OTHER,15 mg,TP,15 mg,1,1
32,YIELD_PERCENT,7%,TP,7%,1,1
33,REACTION_PRODUCT,"(S)-3-(3,5-DIFLUOROPHENYL)-N-((2R,6S,8AS,14AS,20S,23AS)-2,6-DIMETHYL-5,8,14,19,23-PENTAOXOOCTADECAHYDRO-1H,5H,14H,19H-PYRIDO[2,1-I]DIPYRROLO[2,1-C:2',1'-L]OXA[4,7,10,13]TETRAAZACYCLOHEXADECIN-20-YL)-2-(3-(4-ETHYLPHENYL)UREIDO)PROPANAMIDE (COMPOUND 14)",TP,14,1,2
33,REACTION_PRODUCT,"(S)-3-(3,5-DIFLUOROPHENYL)-N-((2R,6S,8AS,14AS,20S,23AS)-2,6-DIMETHYL-5,8,14,19,23-PENTAOXOOCTADECAHYDRO-1H,5H,14H,19H-PYRIDO[2,1-I]DIPYRROLO[2,1-C:2',1'-L]OXA[4,7,10,13]TETRAAZACYCLOHEXADECIN-20-YL)-2-(3-(4-ETHYLPHENYL)UREIDO)PROPANAMIDE (COMPOUND 14)",TP,"(S)-3-(3,5-DIFLUOROPHENYL)-N-((2R,6S,8AS,14AS,20S,23AS)-2,6-DIMETHYL-5,8,14,19,23-PENTAOXOOCTADECAHYDRO-1H,5H,14H,19H-PYRIDO[2,1-I]DIPYRROLO[2,1-C:2',1'-L]OXA[4,7,10,13]TETRAAZACYCLOHEXADECIN-20-YL)-2-(3-(4-ETHYLPHENYL)UREIDO)PROPANAMIDE",1,2
33,REAGENT_CATALYST,triethylamine,TP,triethylamine,1,1
33,STARTING_MATERIAL,1-ethyl-4-isocyanatobenzene,TP,1-ethyl-4-isocyanatobenzene,2,2
33,STARTING_MATERIAL,compound C,TP,C,2,2
33,YIELD_OTHER,35.7 mg,TP,35.7 mg,1,1
33,YIELD_PERCENT,44%,TP,44%,1,1
34,REACTION_PRODUCT,"1-(Cyclopropylmethyl)-6-(2-(2,4-dimethylthiazol-5-yl)ethyl)-4-methyl-pyrazolo [4,3 - d]pyrimidine-5,7-dione",FN,,1,2
34,REACTION_PRODUCT,"1-(cyclopropylmethyl)-6-(2-(2,4-dimethylthiazol-5-yl)ethyl)-4-methyl-pyrazolo[4,3-d]pyrimidine-5,7-dione",TP,"1-(cyclopropylmethyl)-6-(2-(2,4-dimethylthiazol-5-yl)ethyl)-4-methyl-pyrazolo[4,3-d]pyrimidine-5,7-dione",1,2
34,REAGENT_CATALYST,potassium carbonate,TP,potassium carbonate,2,2
34,REAGENT_CATALYST,potassium iodide,TP,potassium iodide,2,2
34,SOLVENT,"N,N-dimethylformamide",TP,"N,N-dimethylformamide",1,1
34,STARTING_MATERIAL,"1-(cyclopropylmethyl)-4-methyl-pyrazolo[4,3-d]pyrimidine-5,7-dione",TP,"1-(cyclopropylmethyl)-4-methyl-pyrazolo[4,3-d]pyrimidine-5,7-dione",2,2
34,STARTING_MATERIAL,"2-(2,4-Dimethylthiazol-5-yl)ethyl methanesulfonate",TP,"2-(2,4-Dimethylthiazol-5-yl)ethyl methanesulfonate",2,2
34,TEMPERATURE,120°C,TP,120°C,2,2
34,TEMPERATURE,room temperature,TP,room temperature,2,2
34,TIME,3 h,TP,3 hours,1,1
34,YIELD_OTHER,20.0 mg,TP,20.0 mg,1,1
34,YIELD_PERCENT,25%,TP,25%,1,1
35,REACTION_PRODUCT,1-(4-(dimethylamino)piperidin-1-yl)-3-hydroxy-3-(1-methyl-1H-imidazol-2-yl)propan-1-one hydrochloride,TP,1-(4-(dimethylamino)piperidin-1-yl)-3-hydroxy-3-(1-methyl-1H-imidazol-2-yl)propan-1-one hydrochloride,1,2
35,REACTION_PRODUCT,compound of Example 7,FN,,1,2
35,REAGENT_CATALYST,hydrochloric acid,TP,Hydrochloric acid,1,1
35,SOLVENT,water,TP,water,1,1
35,STARTING_MATERIAL,1-(4-(dimethylamino)piperidin-1-yl)-3-hydroxy-3-(1-methyl-1H-imidazol-2-yl)propan-1-one,TP,1-(4-(dimethylamino)piperidin-1-yl)-3-hydroxy-3-(1-methyl-1H-imidazol-2-yl)propan-1-one,1,1
35,TEMPERATURE,0°C,TP,0°C,2,2
35,TEMPERATURE,room temperature,TP,room temperature,2,2
35,TIME,15 h,TP,15 hours,1,1
35,YIELD_OTHER,0.0220 g,TP,0.0220 g,2,2
35,YIELD_OTHER,0.0623 mmol,TP,0.0623 mmol,2,2
35,YIELD_PERCENT,79%,TP,79%,1,1
36,REACTION_PRODUCT,5-bromo-3-(((tert-butyldimethylsilyl)oxy)methyl)-2-methoxypyridine,TP,5-bromo-3-(((tert-butyldimethylsilyl)oxy)methyl)-2-methoxypyridine,1,2
36,REACTION_PRODUCT,title compound,TP,,1,2
36,REAGENT_CATALYST,imidazole,TP,imidazole,1,1
36,SOLVENT,CH2Cl2,TP,CH2Cl2,1,1
36,STARTING_MATERIAL,(5-Bromo-2-methoxypyridin-3-yl)methanol,TP,(5-Bromo-2-methoxypyridin-3-yl)methanol,2,2
36,STARTING_MATERIAL,tert-butyldimethylsilyl chloride,TP,tert-butyldimethylsilyl chloride,2,2
36,TEMPERATURE,room temperature,TP,room temperature,1,1
36,TIME,10 min,TP,10 minutes,2,1
36,TIME,overnight,FP,,2,1
36,YIELD_OTHER,2.71 g,TP,2.71 g,1,1
36,YIELD_PERCENT,95%,TP,95%,1,1
37,REACTION_PRODUCT,"N-(4-((6S,8R)-7-(2,2-difluoropropyl)-8-methyl-6,7,8,9-tetrahydro-3H-pyrazolo[4,3-f]isoquinolin-6-yl)-3-methoxyphenyl)-1-(3-fluoropropyl)azetidin-3-amine",TP,"N-(4-((6S,8R)-7-(2,2-difluoropropyl)-8-methyl-6,7,8,9-tetrahydro-3H-pyrazolo[4,3-f]isoquinolin-6-yl)-3-methoxyphenyl)-1-(3-fluoropropyl)azetidin-3-amine",1,1
37,REAGENT_CATALYST,DIPEA,TP,DIPEA,1,1
37,SOLVENT,DMF,TP,DMF,1,1
37,STARTING_MATERIAL,1-Fluoro-3-iodopropane,TP,1-Fluoro-3-iodopropane,2,2
37,STARTING_MATERIAL,"N-(4-((6S,8R)-7-(2,2-difluoropropyl)-8-methyl-6,7,8,9-tetrahydro-3H-pyrazolo[4,3-f]isoquinolin-6-yl)-3-methoxyphenyl)azetidin-3-amine",TP,"N-(4-((6S,8R)-7-(2,2-difluoropropyl)-8-methyl-6,7,8,9-tetrahydro-3H-pyrazolo[4,3-f]isoquinolin-6-yl)-3-methoxyphenyl)azetidin-3-amine",2,2
37,TIME,2 h,TP,2 hours,1,1
37,YIELD_OTHER,43 mg,TP,43 mg,1,1
37,YIELD_PERCENT,51%,TP,51%,1,1
38,REACTION_PRODUCT,Compound 132,TP,132,1,1
38,REAGENT_CATALYST,sodium hydride,TP,sodium hydride,1,1
38,SOLVENT,dimethylformamide,TP,dimethylformamide,1,1
38,STARTING_MATERIAL,"2,2-difluoroethane-1-ol",TP,"2,2-difluoroethane-1-ol",2,2
38,STARTING_MATERIAL,Compound 131,TP,131,2,2
38,TEMPERATURE,80°C,TP,80°C,1,1
38,TIME,1 h,TP,1 hour,1,1
38,YIELD_OTHER,64 mg,TP,64 mg,1,1
38,YIELD_PERCENT,66%,TP,66%,1,1
39,REACTION_PRODUCT,"(R)-N-methyl-N-(1-(piperidine-1-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-methyl-N-(1-(piperidine-1-ylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",1,1
39,REAGENT_CATALYST,"N,N-diisopropylethylamine",TP,"N,N-diisopropylethylamine",1,1
39,SOLVENT,CH2Cl2,FN,,1,2
39,SOLVENT,dichloromethane,TP,dichloromethane,1,2
39,STARTING_MATERIAL,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",2,2
39,STARTING_MATERIAL,piperidine-1-sulfonyl chloride,TP,piperidine-1-sulfonyl chloride,2,2
39,TEMPERATURE,room temperature,TP,room temperature,1,1
39,TIME,overnight,FP,,1,0
39,YIELD_OTHER,91.0 mg,TP,91.0 mg,1,1
39,YIELD_PERCENT,about 77.8%,TP,77.8%,1,1
40,REACTION_PRODUCT,title compound as a white solid,TP,title compound,1,1
40,REAGENT_CATALYST,DMAP,TP,DMAP,1,2
40,REAGENT_CATALYST,pyridine,FN,,1,2
40,SOLVENT,pyridine,FP,,1,0
40,STARTING_MATERIAL,3-(difluoromethyl)-1-(quinolin-5-yl)-1H-pyrazol-5-amine,TP,3-(difluoromethyl)-1-(quinolin-5-yl)-1H-pyrazol-5-amine,2,2
40,STARTING_MATERIAL,4-t-butylbenzene-1-sulfonyl chloride,TP,4-t-butylbenzene-1-sulfonyl chloride,2,2
40,TEMPERATURE,80° C,TP,80° C,2,2
40,TEMPERATURE,room temperature,TP,room temperature,2,2
40,TIME,5 h,TP,5 h,1,1
40,YIELD_OTHER,0.040 g,TP,0.040 g,2,2
40,YIELD_OTHER,0.085 mmol,TP,0.085 mmol,2,2
40,YIELD_PERCENT,53%,TP,53%,1,1
41,REACTION_PRODUCT,compound 168C,TP,168C,1,1
41,REAGENT_CATALYST,sodium hydroxide,TP,sodium hydroxide,1,1
41,SOLVENT,tetrahydrofuran,TP,tetrahydrofuran,1,1
41,STARTING_MATERIAL,Compound 168B,TP,168B,1,1
41,TEMPERATURE,25 °C,TP,25 °C,1,1
41,TIME,3 h,TP,3 hours,1,1
41,YIELD_OTHER,650 mg,TP,650 mg,1,1
41,YIELD_PERCENT,94.43%,TP,94.43%,1,1
42,REACTION_PRODUCT,"(1S,3R)-1-(5-bromo-3-fluoropyridin-2-yl)-2-((1-fluorocyclopropyl)methyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-amine",TP,"(1S,3R)-1-(5-bromo-3-fluoropyridin-2-yl)-2-((1-fluorocyclopropyl)methyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-amine",1,1
42,REAGENT_CATALYST,Hydroxylamine hydrochloride,FN,,1,2
42,REAGENT_CATALYST,potassium acetate,TP,potassium acetate,1,2
42,SOLVENT,MeOH,TP,MeOH,1,1
42,STARTING_MATERIAL,"1-(5-bromo-3-fluoropyridin-2-yl)-N-((1S,3R)-1-(5-bromo-3-fluoropyridin-2-yl)-2-((1-fluorocyclopropyl)methyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-yl)methanimine",TP,"1-(5-bromo-3-fluoropyridin-2-yl)-N-((1S,3R)-1-(5-bromo-3-fluoropyridin-2-yl)-2-((1-fluorocyclopropyl)methyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-yl)methanimine",2,1
42,STARTING_MATERIAL,hydroxylamine hydrochloride,FP,,2,1
42,TEMPERATURE,20° C,TP,20° C,1,1
42,TIME,5 h,TP,5 hours,1,1
42,YIELD_OTHER,0.672 g,TP,0.672 g,1,1
42,YIELD_PERCENT,63%,TP,63%,1,1
43,REACTION_PRODUCT,(S)-1-(3-(dimethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1-one hydrochloride,TP,(S)-1-(3-(dimethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1-one hydrochloride,1,3
43,REACTION_PRODUCT,(S)-1-(3-(dimethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1-one hydrochloride,TP,(S)-1-(3-(dimethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1-one Hydrochloride,1,3
43,REACTION_PRODUCT,compound of Example 14,FN,,1,3
43,REAGENT_CATALYST,hydrogen chloride,TP,hydrogen chloride,1,1
43,SOLVENT,diethyl ether,TP,diethyl ether,1,1
43,STARTING_MATERIAL,(S)-1-(3-(dimethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1-one,TP,(S)-1-(3-(dimethylamino)piperidin-1-yl)-3-(1-methyl-1H-imidazol-2-yl)propan-1-one,1,1
43,TEMPERATURE,0° C,TP,0° C,2,2
43,TEMPERATURE,room temperature,TP,room temperature,2,2
43,TIME,1 h,TP,1 hour,2,2
43,TIME,30 min,TP,30 minutes,2,2
43,YIELD_OTHER,0.0576 g,TP,0.0576 g,2,2
43,YIELD_OTHER,0.171 mmol,TP,0.171 mmol,2,2
43,YIELD_PERCENT,53%,TP,53%,1,1
44,REACTION_PRODUCT,"1-ethyl-N-phenyl-N-(4-(5-(trifluoromethyl)-1,3,4-oxadiazol-2-yl)benzyl)azetidine-3-carboxamide",TP,"1-ethyl-N-phenyl-N-(4-(5-(trifluoromethyl)-1,3,4-oxadiazol-2-yl)benzyl)azetidine-3-carboxamide",1,3
44,REACTION_PRODUCT,11139,FN,,1,3
44,REACTION_PRODUCT,title compound,TP,,1,3
44,REAGENT_CATALYST,sodium triacetoxyborohydride,TP,sodium triacetoxyborohydride,1,1
44,SOLVENT,dichloromethane,TP,dichloromethane,1,1
44,STARTING_MATERIAL,"N-phenyl-N-(4-(5-(trifluoromethyl)-1,3,4-oxadiazol-2-yl)benzyl)azetidine-3-carboxamide hydrochloride",TP,"N-phenyl-N-(4-(5-(trifluoromethyl)-1,3,4-oxadiazol-2-yl)benzyl)azetidine-3-carboxamide hydrochloride",2,2
44,STARTING_MATERIAL,acetaldehyde,TP,acetaldehyde,2,2
44,TEMPERATURE,room temperature,TP,room temperature,1,1
44,TIME,18 h,TP,18 hours,1,1
44,YIELD_OTHER,0.042 g,TP,0.042 g,1,1
44,YIELD_PERCENT,42.8%,TP,42.8%,1,1
45,REACTION_PRODUCT,"(6S,8R)-6-(5-bromopyridin-2-yl)-7-(2,2-difluoroethyl)-8-methyl-6,7,8,9-tetrahydro-3H-pyrazolo[4,3-f]isoquinoline",TP,"(6S,8R)-6-(5-bromopyridin-2-yl)-7-(2,2-difluoroethyl)-8-methyl-6,7,8,9-tetrahydro-3H-pyrazolo[4,3-f]isoquinoline",1,1
45,REAGENT_CATALYST,Acetic acid,FN,,1,2
45,REAGENT_CATALYST,isopentyl nitrite,TP,isopentyl nitrite,1,2
45,SOLVENT,CHCl3,TP,CHCl3,1,1
45,STARTING_MATERIAL,"(1S,3R)-1-(5-bromopyridin-2-yl)-2-(2,2-difluoroethyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-amine",TP,"(1S,3R)-1-(5-bromopyridin-2-yl)-2-(2,2-difluoroethyl)-3,5-dimethyl-1,2,3,4-tetrahydroisoquinolin-6-amine",1,1
45,TEMPERATURE,0° C,TP,0° C,1,1
45,TIME,2 h,TP,2 hours,1,1
45,YIELD_OTHER,438 mg,TP,438 mg,1,1
45,YIELD_PERCENT,60%,TP,60%,1,1
46,REACTION_PRODUCT,racemic 3-aminoquinuclidine.diacetate,TP,racemic 3-aminoquinuclidine.diacetate,1,1
46,SOLVENT,toluene,TP,Toluene,1,1
46,STARTING_MATERIAL,acetic acid,TP,acetic acid,2,2
46,STARTING_MATERIAL,racemic 3-aminoquinuclidine,TP,racemic 3-aminoquinuclidine,2,2
46,TEMPERATURE,60° C.,TP,60° C,2,2
46,TEMPERATURE,room temperature,TP,room temperature,2,2
46,YIELD_OTHER,39.0 mmol,TP,39.0 mmol,2,2
46,YIELD_OTHER,4.41 g,TP,4.41 g,2,2
46,YIELD_PERCENT,89%,TP,89%,1,1
47,REACTION_PRODUCT,"(R)-N-(1-((4-fluorophenyl)sulfonyl)pyrrolidine-3-yl)-N-methyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-(1-((4-fluorophenyl)sulfonyl)pyrrolidine-3-yl)-N-methyl-7H-pyrrolo[2,3-d]pyrimidine-4-amine",1,1
47,REAGENT_CATALYST,"N,N-diisopropylethylamine",TP,"N,N-diisopropylethylamine",1,1
47,SOLVENT,CH2Cl2,FN,,1,2
47,SOLVENT,dichloromethane,TP,dichloromethane,1,2
47,STARTING_MATERIAL,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",2,2
47,STARTING_MATERIAL,4-fluorobenzenesulfonyl chloride,TP,4-fluorobenzenesulfonyl chloride,2,2
47,TEMPERATURE,room temperature,TP,room temperature,1,1
47,TIME,about 1 hour,TP,1 hour,1,1
47,YIELD_OTHER,93.5 mg,TP,93.5 mg,1,1
47,YIELD_PERCENT,about 77.8%,TP,77.8%,1,1
48,REACTION_PRODUCT,"1-(2,4,5-Trichloropyridin-3-yl)but-2-yn-1-ol",TP,"1-(2,4,5-Trichloropyridin-3-yl)but-2-yn-1-ol",1,2
48,REACTION_PRODUCT,title compound,TP,,1,2
48,REAGENT_CATALYST,prop-1-yn-1-ylmagnesium bromide,FP,,1,0
48,SOLVENT,THF,TP,THF,1,1
48,STARTING_MATERIAL,"2,4,5-trichloronicotinaldehyde",TP,"2,4,5-trichloronicotinaldehyde",1,2
48,STARTING_MATERIAL,prop-1-yn-1-ylmagnesium bromide,FN,,1,2
48,TEMPERATURE,0° C,TP,0° C,1,1
48,TIME,1 h,TP,1 hour,1,1
48,YIELD_OTHER,1.95 g,TP,1.95 g,1,1
48,YIELD_PERCENT,78%,TP,78%,1,1
49,REACTION_PRODUCT,"7-(Cyclopropylmethyl)-1-(5-isopropylisoxazol-4-yl)methyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",TP,"7-(Cyclopropylmethyl)-1-(5-isopropylisoxazol-4-yl)methyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",1,2
49,REACTION_PRODUCT,"7-(Cyclopropylmethyl)-1-(5-isopropylisoxazol-4-yl)methyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",TP,"7-(cyclopropylmethyl)-1-(5-isopropylisoxazol-4-yl)methyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",1,2
49,REAGENT_CATALYST,potassium carbonate,TP,potassium carbonate,2,2
49,REAGENT_CATALYST,potassium iodide,TP,potassium iodide,2,2
49,SOLVENT,"N,N-dimethylformamide",TP,"N,N-dimethylformamide",1,1
49,STARTING_MATERIAL,4-(Chloromethyl)-5-isopropylisoxazole,TP,4-(Chloromethyl)-5-isopropylisoxazole,2,2
49,STARTING_MATERIAL,"7-(cyclopropylmethyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",TP,"7-(cyclopropylmethyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",2,2
49,TEMPERATURE,120°C,TP,120°C,2,2
49,TEMPERATURE,20°C,TP,20°C,2,2
49,TIME,3 h,TP,3 hours,1,1
49,YIELD_OTHER,80.0 mg,TP,80.0 mg,1,1
49,YIELD_PERCENT,37%,TP,37%,1,1
51,REACTION_PRODUCT,"tert-butyl (4-((3-(2-chloro-5-((1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxamido)benzamido)-2,6-difluorophenyl)amino)-4-oxobutyl)carbamate (F1199)",TP,F1199,1,3
51,REACTION_PRODUCT,"tert-butyl (4-((3-(2-chloro-5-((1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxamido)benzamido)-2,6-difluorophenyl)amino)-4-oxobutyl)carbamate (F1199)",TP,"tert-butyl (4-((3-(2-chloro-5-((1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxamido)benzamido)-2,6-difluorophenyl)amino)-4-oxobutyl)carbamate",1,3
51,REACTION_PRODUCT,title compound,TP,,1,3
51,REAGENT_CATALYST,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide (T3P®)",TP,T3P,2,3
51,REAGENT_CATALYST,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide (T3P®)",TP,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",2,3
51,REAGENT_CATALYST,pyridine,TP,pyridine,2,3
51,SOLVENT,ethyl acetate,TP,ethyl acetate,1,1
51,STARTING_MATERIAL,4-((tert-butoxycarbonyl)amino)butanoic acid,TP,4-((tert-butoxycarbonyl)amino)butanoic acid,2,3
51,STARTING_MATERIAL,"N-(3-amino-2,4-difluorophenyl)-2-chloro-5-((1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxamido)benzamide (DP2)",TP,"N-(3-amino-2,4-difluorophenyl)-2-chloro-5-((1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxamido)benzamide",2,3
51,STARTING_MATERIAL,"N-(3-amino-2,4-difluorophenyl)-2-chloro-5-((1R,3R)-2,2-dichloro-3-(3,4-dichlorophenyl)cyclopropane-1-carboxamido)benzamide (DP2)",TP,DP2,2,3
51,TEMPERATURE,50° C,TP,50° C,2,2
51,TEMPERATURE,room temperature,TP,room temperature,2,2
51,TIME,18 h,TP,18 hours,1,1
51,YIELD_OTHER,0.111 g,TP,0.111 g,1,1
51,YIELD_PERCENT,84%,TP,84%,1,1
52,REACTION_PRODUCT,9-[Ethyl-(2-hydroxyethyl)-amino]-5-phenylamino-benzo[a]phenoxazine,TP,9-[Ethyl-(2-hydroxyethyl)-amino]-5-phenylamino-benzo[a]phenoxazine,1,2
52,REACTION_PRODUCT,solid,FN,,1,2
52,SOLVENT,methanol,TP,methanol,1,1
52,STARTING_MATERIAL,9-[Ethyl-(2-hydroxyethyl)amino]benzo[a]phenoxazin-7-ylium nitrate,TP,9-[Ethyl-(2-hydroxyethyl)amino]benzo[a]phenoxazin-7-ylium nitrate,2,2
52,STARTING_MATERIAL,aniline,TP,aniline,2,2
52,TEMPERATURE,room temperature,TP,room temperature,1,1
52,TIME,16 hours,TP,16 hours,1,1
52,YIELD_OTHER,2.4 g,TP,2.4 g,1,1
52,YIELD_PERCENT,85%,TP,85%,1,1
54,REACTION_PRODUCT,1-(4-chlorophenyl)-4-{5-[4-(trifluoromethoxy)phenyl]-1H-imidazol-2-yl}pyrrolidin-2-one (Compound 124-1),TP,124-1,1,3
